   3.8394219286503762E-019   2.2678839170631477E-033   1.9580952380952381E-010   3.4718434822660211E+040
   3.8394219286503762E-019   2.4132610912338621E-033   1.9757142857142856E-010   3.8327300838912247E+040
   3.8394219286503762E-019   2.5586382654045766E-033   1.9228571428571429E-010   4.2716069950180993E+040
   3.8394219286503762E-019   2.7040154395752914E-033   1.9404761904761905E-010   4.5383294098223287E+040
   3.8394219286503762E-019   2.8493926137460058E-033   1.9757142857142856E-010   4.9373626900828921E+040
   3.8394219286503762E-019   2.9947697879167206E-033   1.9404761904761905E-010   5.2914214472208823E+040
   3.8394219286503762E-019   3.1401469620874350E-033   1.9052380952380954E-010   5.7221252969576738E+040
   3.8394219286503762E-019   3.2855241362581494E-033   1.9757142857142856E-010   6.1158729130088521E+040
   3.8394219286503762E-019   3.4309013104288646E-033   1.8876190476190476E-010   6.4651410883686075E+040
   3.8394219286503762E-019   3.5762784845995790E-033   1.9580952380952381E-010   6.7635558915084717E+040
   3.8394219286503762E-019   3.7216556587702934E-033   1.9757142857142856E-010   7.1839374645048327E+040
   3.8394219286503762E-019   3.8670328329410079E-033   1.9580952380952381E-010   7.3997823724110047E+040
   3.8394219286503762E-019   4.0124100071117223E-033   1.9580952380952381E-010   7.6415323261427713E+040
   3.8394219286503762E-019   4.1577871812824374E-033   1.8700000000000000E-010   7.9399894005059574E+040
   3.8394219286503762E-019   4.3031643554531519E-033   1.9404761904761905E-010   8.3289380921637495E+040
   3.8394219286503762E-019   4.4485415296238663E-033   1.9228571428571429E-010   8.5455047084723250E+040
   3.8394219286503762E-019   4.5939187037945808E-033   1.9580952380952381E-010   8.6722339696818022E+040
   3.8394219286503762E-019   4.7392958779652959E-033   1.9933333333333332E-010   8.9493564529600244E+040
   3.8394219286503762E-019   4.8846730521360103E-033   1.9580952380952381E-010   9.1580070712545500E+040
   3.8394219286503762E-019   5.0300502263067248E-033   1.8876190476190476E-010   9.4146489466116938E+040
   3.8394219286503762E-019   5.1754274004774392E-033   1.9580952380952381E-010   9.3808999397476172E+040
   3.8394219286503762E-019   5.3208045746481536E-033   1.9052380952380954E-010   9.5325353017112149E+040
   3.8394219286503762E-019   5.4661817488188688E-033   1.9052380952380954E-010   9.7943237658051887E+040
   3.8394219286503762E-019   5.6115589229895832E-033   2.0109523809523810E-010   9.6921467892247632E+040
   3.8394219286503762E-019   5.7569360971602976E-033   1.9933333333333332E-010   9.9299058605689903E+040
   3.8394219286503762E-019   5.9023132713310121E-033   1.9228571428571429E-010   9.8304766431141749E+040
