  1.00000000e+00  4.42824697e-10
  1.08137833e+00  4.52518436e-10
  1.16937909e+00  4.61611622e-10
  1.26454121e+00  4.70200761e-10
  1.36744746e+00  4.78363822e-10
  1.47872806e+00  4.86161502e-10
  1.59906448e+00  4.93638788e-10
  1.72919367e+00  5.00826608e-10
  1.86991257e+00  5.07743463e-10
  2.02208293e+00  5.14396981e-10
  2.18663666e+00  5.20785371e-10
  2.36458150e+00  5.26898800e-10
  2.55700720e+00  5.32720707e-10
  2.76509218e+00  5.38229070e-10
  2.99011076e+00  5.43397646e-10
  3.23344098e+00  5.48197166e-10
  3.49657301e+00  5.52596469e-10
  3.78111828e+00  5.56563554e-10
  4.08881938e+00  5.60066517e-10
  4.42156067e+00  5.63074343e-10
  4.78137990e+00  5.65557557e-10
  5.17048061e+00  5.67488712e-10
  5.59124569e+00  5.68842755e-10
  6.04625193e+00  5.69597282e-10
  6.53828582e+00  5.69732732e-10
  7.07036060e+00  5.69232552e-10
  7.64573474e+00  5.68083372e-10
  8.26793187e+00  5.66275211e-10
  8.94076236e+00  5.63801729e-10
  9.66834667e+00  5.60660507e-10
  1.04551406e+01  5.56853347e-10
  1.13059625e+01  5.52386565e-10
  1.22260228e+01  5.47271232e-10
  1.32209561e+01  5.41523351e-10
  1.42968555e+01  5.35163953e-10
  1.54603097e+01  5.28219092e-10
  1.67184439e+01  5.20719758e-10
  1.80789630e+01  5.12701714e-10
  1.95501988e+01  5.04205273e-10
  2.11411613e+01  4.95275034e-10
  2.28615937e+01  4.85959580e-10
  2.47220320e+01  4.76311147e-10
  2.67338697e+01  4.66385261e-10
  2.89094274e+01  4.56240317e-10
  3.12620284e+01  4.45937109e-10
  3.38060800e+01  4.35538281e-10
  3.65571624e+01  4.25107708e-10
  3.95321232e+01  4.14709811e-10
  4.27491814e+01  4.04408819e-10
  4.62280384e+01  3.94268005e-10
  4.99899990e+01  3.84348929e-10
  5.40581017e+01  3.74710727e-10
  5.84572597e+01  3.65409461e-10
  6.32144139e+01  3.56497577e-10
  6.83586974e+01  3.48023477e-10
  7.39216140e+01  3.40031222e-10
  7.99372316e+01  3.32560371e-10
  8.64423900e+01  3.25645949e-10
  9.34769274e+01  3.19318528e-10
  1.01083924e+02  3.13604418e-10
  1.09309965e+02  3.08525940e-10
  1.18205427e+02  3.04101761e-10
  1.27824787e+02  3.00347288e-10
  1.38226955e+02  2.97275077e-10
  1.49475634e+02  2.94895279e-10
  1.61639711e+02  2.93216083e-10
  1.74793681e+02  2.92244170e-10
  1.89018099e+02  2.91985155e-10
  2.04400077e+02  2.92444031e-10
  2.21033814e+02  2.93625587e-10
  2.39021176e+02  2.95534825e-10
  2.58472321e+02  2.98177346e-10
  2.79506366e+02  3.01559730e-10
  3.02252128e+02  3.05689906e-10
  3.26848901e+02  3.10577510e-10
  3.53447319e+02  3.16234252e-10
  3.82210272e+02  3.22674274e-10
  4.13313906e+02  3.29914498e-10
  4.46948701e+02  3.37974950e-10
  4.83320640e+02  3.46879029e-10
  5.22652467e+02  3.56653705e-10
  5.65185052e+02  3.67329605e-10
  6.11178868e+02  3.78940970e-10
  6.60915584e+02  3.91525462e-10
  7.14699791e+02  4.05123808e-10
  7.72860867e+02  4.19779286e-10
  8.35754994e+02  4.35537054e-10
  9.03767340e+02  4.52443373e-10
  9.77314417e+02  4.70544730e-10
  1.05684663e+03  4.89886946e-10
  1.14285105e+03  5.10514302e-10
  1.23585436e+03  5.32468740e-10
  1.33642612e+03  5.55789200e-10
  1.44518225e+03  5.80511096e-10
  1.56278877e+03  6.06665951e-10
  1.68996591e+03  6.34281170e-10
  1.82749251e+03  6.63379913e-10
  1.97621080e+03  6.93981018e-10
  2.13703154e+03  7.26098942e-10
  2.31093959e+03  7.59743668e-10
  2.49900000e+03  7.94920573e-10
